"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"IV01_RV1"	"IV02_01"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"DV01_01"	"DV07_02"	"DV02_01"	"DV08_02"	"DV06_01"	"DV06_02"	"DV05_01"	"DV09_01"	"DV09_01a"	"DV10_01"	"DV10_01a"	"DM01_01"	"DM02"	"DM03"	"DM04"	"DM05"	"DM06_01"	"DM07_01"	"DM08"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
237			"base"	"interview"	2020-03-20 10:54:58	5	27	"5ba0cc4dbabc5b00015e42f3"	"Forced1Forced1Forced4Forced3Forced3Forced3Forced3Forced1Forced3Forced3Forced4Forced3Forced3Forced2Forced3Forced4DV"	1	10769	1	2040	1	2181	1	1357	1	595	1	530	1	673	1	1235	1	1129	1	1427	1	602	1	595	1	737	1	3265	1	1089	1	1138	73	84	81	82	68	71	51	2	5113	2	12141	"5ba0cc4dbabc5b00015e42f3"	22	1	2	5	"Portuguese"	"Portuguese"	2	100	37	16	4	13	7	13	13	6	16	21	17	20	283		2020-03-20 10:59:41	T	F	14	14	0	0	0.94	7
239			"base"	"interview"	2020-03-20 10:54:59	4	6	"5bec69a6d5489a000107918a"	"Forced2Forced1Forced4Forced2Forced2Forced2Forced1Forced3Forced4Forced2Forced1Forced4Forced2Forced2Forced2Forced2DV"	1	6925	1	1444	1	1724	1	1699	1	823	1	820	1	794	1	1832	1	901	1	1420	1	1400	1	607	1	433	1	629	1	581	1	576	84	38	101	81	94	32	19	1	6511	1	12532	"5bec69a6d5489a000107918a"	12	2	2	4	"hungarian"	"hungarian"	2	52	35	6	21	3	4	13	16	7	14	21	10	22	224		2020-03-20 10:58:43	T	F	14	14	0	0	1.13	14
240			"base"	"interview"	2020-03-20 10:55:00	5	2	"5e674c2b7bf74d4bcd3c18e1"	"Forced2Forced4Forced3Forced1Forced2Forced2Forced2Forced1Forced2Forced1Forced2Forced4Forced2Forced4Forced2Forced2DV"	1	7196	1	3124	1	3295	1	2000	1	1390	1	1587	1	1079	1	1105	1	758	1	791	1	1398	1	1478	1	852	1	1086	1	1032	1	860	11	61	76	81	31	81	61	2	7830	1	26176	"5e674c2b7bf74d4bcd3c18e1"	2	1	2	3	"Poland"	"Polish, English"	2	104	33	7	23	4	7	26	26	8	26	54	11	28	357		2020-03-20 11:00:57	T	F	14	14	0	0	0.78	5
241			"base"	"interview"	2020-03-20 10:55:00	3	26	"5e4c3463d4ca76055e608ae2"	"Forced1Forced2Forced2Forced4Forced4Forced2Forced3Forced2Forced2Forced1Forced2Forced1Forced2Forced2Forced4Forced2DV"	1	5047	1	2659	1	1471	1	2023	1	821	1	770	1	1425	1	754	1	491	1	413	1	452	1	431	1	402	1	339	1	828	1	1256	37	53	26	26	41	63	39	2	3885	1	3847	"5e4c3463d4ca76055e608ae2"	8	2	2	4	"british"	"english"	1	27	7	8	14	2	5	5	8	4	8	19	6	15	128		2020-03-20 10:57:08	T	F	14	14	0	0	1.71	41
243			"base"	"interview"	2020-03-20 10:55:02	3	25	"596275bf0b835400010a75e6"	"Forced3Forced2Forced2Forced3Forced2Forced1Forced1Forced3Forced1Forced1Forced4Forced1Forced1Forced1Forced1Forced1DV"	1	17198	1	5565	1	6792	1	2416	1	2511	1	3221	1	1823	1	2030	1	1272	1	1434	1	4125	1	1223	1	837	1	5024	1	1174	1	3853	84	84	21	21	77	88	51	1	15360	1	6512	"596275bf0b835400010a75e6"	15	2	2	5	"Bulgarian"	"Bulgarian"	1	17	19	25	17	23	5	7	12	16	12	21	12	27	204		2020-03-20 10:58:35	T	F	14	14	0	0	1	10
244			"base"	"interview"	2020-03-20 10:55:02	5	28	"5e6c36f7bd8f7d1fe303e8a3"	"Forced4Forced4Forced2Forced2Forced4Forced4Forced4Forced3Forced4Forced4Forced4Forced3Forced2Forced3Forced1Forced4DV"	1	11300	1	4563	1	9845	1	1377	1	1880	1	930	1	725	1	9310	1	1448	1	991	1	1191	1	1185	1	1286	1	1360	1	10569	1	1092	21	41	81	81	6	41	91	2	3069	2	12531	"5e6c36f7bd8f7d1fe303e8a3"	4	2	1	4	"Australian"	"English"	2	133	29	12	18	17	40	14	14	5	16	36	15	23	340		2020-03-20 11:01:14	T	F	14	14	0	0	0.7	2
245			"base"	"interview"	2020-03-20 10:55:03	4	4	"5e5647bc686e05000f2a4d2f"	"Forced4Forced4Forced2Forced3Forced3Forced4Forced4Forced2Forced1Forced4Forced4Forced2Forced4Forced3Forced4Forced4DV"	1	6523	1	6756	1	8688	1	19648	1	7142	1	8961	1	2084	1	7448	1	10106	1	8487	1	1460	1	10656	1	6979	1	2075	1	6760	1	3560	6	13	41	46	26	21	61	2	6812	2	32453	"5e5647bc686e05000f2a4d2f"	9	2	2	5	"British"	"English"	2	69	14	11	29	30	60	33	19	8	40	35	10	21	278		2020-03-20 11:01:22	T	F	14	14	0	0	0.65	2
246			"base"	"interview"	2020-03-20 10:55:04	4	19	"5baca9c4bf876e000149b586"	"Forced4Forced3Forced3Forced2Forced4Forced3Forced1Forced3Forced3Forced4Forced3Forced3Forced1Forced3Forced3Forced1DV"	1	10301	1	3651	1	1652	1	3034	1	720	1	2346	1	1536	1	667	1	594	1	660	1	6319	1	1521	1	738	1	650	1	3445	1	511	82	59	89	62	22	47	61	1	4214	2	10559	"5baca9c4bf876e000149b586"	33	1	2	2	"British "	"English "	2	86	86	5	4	29	13	11	10	5	12	15	13	36	260		2020-03-20 11:00:29	T	F	14	14	0	0	1.03	14
247			"base"	"interview"	2020-03-20 10:55:04	2	6	"5c63e773f9b6300001c9ce20"	"Forced2Forced1Forced4Forced1Forced1Forced2Forced2Forced2Forced2Forced4Forced2Forced2Forced2Forced3Forced2Forced4DV"	1	6330	1	3147	1	1720	1	4057	1	1881	1	2530	1	2015	1	1352	1	2210	1	1110	1	1392	1	760	1	922	1	1472	1	1086	1	838	38	21	47	46	52	20	46	2	7180	1	5234	"5c63e773f9b6300001c9ce20"	13	2	2	5	"British"	"English"	1	9	6	10	23	2	7	6	5	8	7	20	7	10	120		2020-03-20 10:57:04	T	F	14	14	0	0	1.79	52
248			"base"	"interview"	2020-03-20 10:55:05	2	2	"5bf716d84cf1db0001aa80d8"	"Forced2Forced2Forced2Forced1Forced2Forced3Forced2Forced1Forced1Forced4Forced2Forced2Forced2Forced2Forced4Forced4DV"	1	2491	1	4343	1	34590	1	34017	1	994	1	1383	1	1096	1	931	1	624	1	986	1	839	1	692	1	459	1	427	1	768	1	593	23	41	56	59	27	66	80	2	1925	2	2474	"5bf716d84cf1db0001aa80d8"	7	2	2	4	"British"	"English"	-9	8	2	36	53	2	5	3	4	2	7	15	7	12	85		2020-03-20 10:57:41	T	F	14	14	3	3	2.09	101
249			"base"	"interview"	2020-03-20 10:55:05	5	25	"5dfe7de0bf3d4eb1cc979a7a"	"Forced2Forced1Forced1Forced1Forced3Forced1Forced2Forced2Forced3Forced1Forced3Forced1Forced4Forced1Forced1Forced1DV"	1	8696	1	4233	1	1761	1	1551	1	1627	1	1014	1	1155	1	662	1	657	1	476	1	542	1	637	1	2900	1	385	1	674	1	462	39	46	72	70	47	58	72	2	4542	2	18931	"5dfe7de0bf3d4eb1cc979a7a"	1	1	2	1	"Slovenian"	"Slovenian"	2	115	18	17	12	4	3	20	8	5	10	16	7	26	261		2020-03-20 10:59:26	T	F	14	14	0	0	1.25	21
250			"base"	"interview"	2020-03-20 10:55:06	3	21	"5bdbf5ee55beac00014a82ea"	"Forced1Forced1Forced1Forced2Forced1Forced1Forced1Forced2Forced4Forced2Forced1Forced1Forced3Forced3Forced1Forced3DV"	1	18261	1	4214	1	1643	1	2687	1	873	1	2220	1	611	1	943	1	4025	1	2268	1	1400	1	709	1	1461	1	901	1	1302	1	1321	75	45	60	36	95	23	41	1	4779	1	6933	"5bdbf5ee55beac00014a82ea"	28	2	2	5	"British"	"English"	2	23	9	40	7	6	5	8	5	6	10	16	13	13	130		2020-03-20 10:57:47	T	F	14	14	0	0	1.43	25
251			"base"	"interview"	2020-03-20 10:55:06	4	23	"5ccff711a92acb0017c7856b"	"Forced3Forced4Forced1Forced3Forced3Forced3Forced4Forced3Forced2Forced1Forced3Forced4Forced3Forced3Forced1Forced3DV"	1	8404	1	6777	1	6049	1	798	1	792	1	858	1	970	1	679	1	1829	1	1746	1	1884	1	2522	1	561	1	587	1	795	1	956	63	71	88	82	47	55	-9	2	10206	2	10613	"5ccff711a92acb0017c7856b"	11	2	2	5	"Portuguese"	"Portuguese"	2	37	54	9	2	24	12	11	6	11	16	30	25	26	249		2020-03-20 10:59:29	T	F	14	14	3	3	0.99	17
252			"base"	"interview"	2020-03-20 10:55:08	4	7	"5d89d199b97096000113dbd7"	"Forced1Forced1Forced3Forced3Forced3Forced4Forced4Forced3Forced3Forced1Forced4Forced2Forced3Forced3Forced3Forced3DV"	1	5611	1	2236	1	2650	1	967	1	787	1	3818	1	927	1	2253	1	984	1	1347	1	1216	1	2364	1	1028	1	792	1	766	1	985	41	81	41	71	87	53	40	1	5949	1	7394	"5d89d199b97096000113dbd7"	10	2	2	3	"Mexico"	"Spanish"	2	74	39	12	4	18	8	9	18	7	16	31	484	27	274		2020-03-20 11:07:35	T	F	14	14	0	0	0.82	5
253			"base"	"interview"	2020-03-20 10:55:08	3	4	"5d5d0e2763b5f40018ccb670"	"Forced2Forced4Forced4Forced3Forced3Forced3Forced4Forced4Forced4Forced1Forced4Forced4Forced2Forced4Forced2Forced4DV"	1	4694	1	2576	1	1284	1	4499	1	962	1	2071	1	944	1	754	1	475	1	1220	1	671	1	618	1	1580	1	806	1	461	1	582	47	55	79	66	46	59	51	2	5988	1	10737	"5d5d0e2763b5f40018ccb670"	17	1	2	3	"Italian"	"Italian"	1	13	9	2	8	9	15	11	10	7	15	28	15	20	162		2020-03-20 10:57:50	T	F	14	14	0	0	1.33	25
254			"base"	"interview"	2020-03-20 10:55:08	3	31	"5ca90258a15c9800141ac21f"	"Forced3Forced1Forced3Forced2Forced1Forced4Forced3Forced1Forced3Forced3Forced3Forced4Forced4Forced3Forced3Forced3DV"	1	3932	1	2153	1	1940	1	3266	1	4893	1	1532	1	1040	1	1523	1	1870	1	1620	1	1413	1	2694	1	1054	1	931	1	771	1	564	15	96	84	96	13	76	91	2	4109	2	5683	"5ca90258a15c9800141ac21f"	29	2	2	6	"Portuguese"	"Portuguese"	-9	14	26	12	4	18	7	7	5	4	13	19	11	15	155		2020-03-20 10:57:43	T	F	14	14	3	3	1.4	24
255			"base"	"interview"	2020-03-20 10:55:08	2	9	"5ad2260ddfe710000183b5de"	"Forced4Forced1Forced1Forced1Forced3Forced1Forced3Forced3Forced2Forced1Forced2Forced1Forced1Forced2Forced1Forced1DV"	1	7177	1	4052	1	3564	1	798	1	1453	1	731	1	600	1	804	1	12329	1	632	1	776	1	968	1	689	1	548	1	438	1	440	80	19	99	96	101	1	1	1	3553	1	527	"5ad2260ddfe710000183b5de"	26	2	2	3	"British"	"English"	1	10	19	19	15	5	8	1	9	4	8	16	12	16	142		2020-03-20 10:57:30	T	F	14	14	0	0	1.5	57
256			"base"	"interview"	2020-03-20 10:55:08	2	24	"5c7ceb3a419b560001020f61"	"Forced3Forced2Forced4Forced1Forced4Forced4Forced2Forced3Forced4Forced3Forced4Forced4Forced4Forced2Forced4Forced4DV"	1	6813	1	3745	1	3624	1	2961	1	1491	1	1513	1	1377	1	3133	1	1257	1	883	1	753	1	642	1	3656	1	1362	1	1653	1	1026	51	51	81	81	46	56	41	1	3599	1	9076	"5c7ceb3a419b560001020f61"	8	1	2	4	"Australian"	"English"	1	10	12	4	9	14	23	10	10	4	10	26	9	18	159		2020-03-20 10:57:47	T	F	14	14	0	0	1.35	23
257			"base"	"interview"	2020-03-20 10:55:08	4	31	"5e5e27e5c0bc86139fd7f9f3"	"Forced3Forced3Forced3Forced1Forced3Forced3Forced3Forced4Forced2Forced1Forced1Forced4Forced4Forced3Forced3Forced3DV"	1	6161	1	14584																																								"5e5e27e5c0bc86139fd7f9f3"							1	44	21			22									87		2020-03-20 10:56:35	F	F	5	5	0	0	0.71	0
258			"base"	"interview"	2020-03-20 10:55:08	3	29	"5c6318e52c4f7600018e1687"	"Forced1Forced1Forced3Forced3Forced1Forced2Forced3Forced1Forced2Forced1Forced1Forced4Forced1Forced2Forced1Forced1DV"	1	10147	1	6633	1	7626	1	3911	1	8074	1	4783	1	4123	1	3924	1	2569	1	2221	1	2370	1	4436	1	2843	1	2813	1	3352	1	2856	81	89	36	36	71	51	45	1	4571	1	7531	"5c6318e52c4f7600018e1687"	27	2	2	3	"united kingdom"	"english"	1	27	14	48	14	18	5	8	27	5	25	36	15	19	222		2020-03-20 10:59:29	T	F	14	14	0	0	0.91	8
259			"base"	"interview"	2020-03-20 10:55:09	4	2	"5e3ff59bf2160b23942ada93"	"Forced2Forced1Forced2Forced4Forced2Forced2Forced2Forced3Forced2Forced1Forced2Forced2Forced2Forced4Forced4Forced1DV"	1	2604	1	2043	1	1150	1	1373	1	1435	1	976	1	794	1	1558	1	1011	1	846	1	714	1	649	1	584	1	1822	1	747	1	939	20	61	73	81	10	71	91	2	3020	2	3547	"5e3ff59bf2160b23942ada93"	5	1	2	4	"Greek"	"Greek"	2	51	20	7	15	3	7	4	12	4	39	25	10	26	198		2020-03-20 10:58:52	T	F	14	14	0	0	1.23	17
260			"base"	"interview"	2020-03-20 10:55:10	3	13	"5c549c6372fd9000018b5968"	"Forced3Forced1Forced1Forced1Forced2Forced4Forced3Forced1Forced2Forced1Forced3Forced1Forced1Forced2Forced1Forced1DV"	1	4061	1	1576	1	2149	1	820	1	1536	1	1041	1	701	1	732	1	597	1	815	1	1112	1	726	1	835	1	9409	1	623	1	2865	65	76	80	81	67	66	61	1	10415	2	8830	"5c549c6372fd9000018b5968"	7	1	2	3	"portuguese"	"portuguese"	2	26	13	15	14	8	2	10	13	11	16	35	9	19	191		2020-03-20 10:58:21	T	F	14	14	0	0	1.13	16
261			"base"	"interview"	2020-03-20 10:55:10	4	11	"5e29a15c279dbd000b6d94d8"	"Forced1Forced4Forced4Forced1Forced4Forced3Forced3Forced2Forced1Forced3Forced3Forced3Forced3Forced3Forced3Forced3DV"	1	4374	1	3093	1	4582	1	3571	1	1605	1	6276	1	928	1	1767	1	1478	1	1175	1	925	1	724	1	616	1	624	1	489	1	624	78	78	100	90	68	42	79	1	9865	2	833	"5e29a15c279dbd000b6d94d8"	16	1	2	6	"India"	"Tamil"	1	46	27	11	3	19	11	2	36	11	10	16	13	14	195		2020-03-20 10:58:49	T	F	14	14	0	0	1.22	29
262			"base"	"interview"	2020-03-20 10:55:11	5	12	"5b161c96d282ff00015c4bb6"	"Forced4Forced2Forced4Forced1Forced4Forced4Forced4Forced3Forced4Forced2Forced2Forced3Forced3Forced4Forced4Forced4DV"	1	10489	1	6789	1	7930	1	6697	1	7209	1	7788	1	4384	1	4931	1	2721	1	5381	1	2747	1	4737	1	2111	1	2448	1	1874	1	1606	81	71	96	96	81	31	46	2	45083	2	19942	"5b161c96d282ff00015c4bb6"	21	2	2	4	"Nigerian"	"Igbo"	2	126	39	8	18	15	52	21	43	46	45	99	22	33	351		2020-03-20 11:04:38	T	F	14	14	0	0	0.44	0
263			"base"	"interview"	2020-03-20 10:55:11	3	7	"5be0662a96c08200013b8fc2"	"Forced3Forced1Forced1Forced3Forced3Forced3Forced3Forced4Forced2Forced3Forced3Forced4Forced3Forced1Forced4Forced3DV"	1	3197	1	1530	1	1914	1	1328	1	756	1	821	1	1652	1	4791	1	2260	1	2192	1	704	1	7040	1	779	1	1049	1	819	1	756	79	66	65	68	76	56	42	1	4764	1	14378	"5be0662a96c08200013b8fc2"	4	1	2	4	"Portuguese"	"Portuguese"	1	16	23	6	3	17	14	15	7	5	9	22	10	22	169		2020-03-20 10:58:01	T	F	14	14	0	0	1.32	21
264			"base"	"interview"	2020-03-20 10:55:12	6	17	"5b8969006651ea000118e42e"	"Forced3Forced4Forced3Forced1Forced2Forced1Forced1Forced1Forced3Forced1Forced1Forced1Forced1Forced2Forced2Forced1DV"	1	2602	1	3744	1	2534	1	2557	1	1965	1	909	1	778	1	2248	1	2590	1	1526	1	2245	1	747	1	1369	1	1205	1	708	1	624	96	53	88	87	58	35	51	2	5402	1	6513	"5b8969006651ea000118e42e"	4	2	2	2	"Italian"	"Italian"	1	967	7	17	6	10	4	7	10	6	8	18	103	17	155		2020-03-20 11:14:53	T	F	14	14	0	0	1.25	22
265			"base"	"interview"	2020-03-20 10:55:12	5	26	"5d305e3ce3e63d0017069c80"	"Forced2Forced1Forced1Forced2Forced4Forced4Forced4Forced2Forced3Forced2Forced2Forced2Forced1Forced2Forced2Forced2DV"	1	5690	1	3531	1	2001	1	4151	1	2212	1	918	1	1108	1	1727	1	2072	1	1607	1	1575	1	2047	1	4533	1	1082	1	967	1	1701	35	85	89	93	35	23	35	1	5364	1	12120	"5d305e3ce3e63d0017069c80"	4	1	2	2	"Polish"	"Polish"	1	180	33	11	27	3	6	12	20	6	15	30	16	34	247		2020-03-20 11:01:45	T	F	14	14	0	0	0.9	8
266			"base"	"interview"	2020-03-20 10:55:13	4	25	"5b8c356491b1e40001a0e253"	"Forced1Forced4Forced2Forced1Forced1Forced1Forced1Forced3Forced3Forced1Forced2Forced1Forced3Forced1Forced1Forced2DV"	1	4606	1	4514	1	4403	1	3029	1	2629	1	1835	1	1615	1	4360	1	1758	1	3179	1	3241	1	1478	1	3732	1	2479	1	1077	1	1695	76	51	91	91	88	48	36	1	5020	1	8488	"5b8c356491b1e40001a0e253"	17	2	2	5	"Estonia"	"Estonian"	2	71	22	28	12	13	5	10	13	6	25	34	9	20	268		2020-03-20 10:59:41	T	F	14	14	0	0	0.88	4
267			"base"	"interview"	2020-03-20 10:55:13	3	18	"5d7a098214f08f00164031a0"	"Forced4Forced2Forced4Forced1Forced1Forced2Forced2Forced2Forced2Forced2Forced3Forced1Forced4Forced2Forced2Forced2DV"	1	2589	1	2210	1	3231	1	1317	1	861	1	1011	1	1370	1	872	1	775	1	659	1	1232	1	1031	1	1156	1	804	1	908	1	723	23	13	14	9	44	28	24	2	4951	1	8716	"5d7a098214f08f00164031a0"	17	2	2	4	"British"	"English"	1	15	21	6	14	2	9	9	20	5	10	17	10	17	155		2020-03-20 10:57:48	T	F	14	14	0	0	1.36	25
268			"base"	"interview"	2020-03-20 10:55:14	4	5	"5e6f43c1de13454ec3b5dacb"	"Forced3Forced1Forced1Forced4Forced3Forced1Forced1Forced2Forced2Forced2Forced3Forced1Forced1Forced1Forced1Forced1DV"	1	2057	1	1492	1	3648	1	2590	1	1895	1	1640	1	561	1	1475	1	862	1	1718	1	1116	1	3915	1	1355	1	1096	1	944	1	786	76	45	51	51	71	37	31	1	9291	1	10741	"5e6f43c1de13454ec3b5dacb"	9	1	2	2	"French"	"English"	1	31	32	20	6	8	3	11	30	10	14	36	12	21	234		2020-03-20 10:59:08	T	F	14	14	0	0	1	9
269			"base"	"interview"	2020-03-20 10:55:15	4	13	"5e57d1a72445b0185e655b8d"	"Forced3Forced1Forced1Forced1Forced1Forced3Forced4Forced2Forced1Forced1Forced1Forced3Forced2Forced1Forced1Forced2DV"	1	3340	1	1611	1	1123	1	788	1	604	1	809	1	1184	1	1516	1	634	1	489	1	924	1	882	1	739	1	467	1	582	1	691	58	68	76	74	60	51	66	1	3116	2	3381	"5e57d1a72445b0185e655b8d"	7	1	2	4	"Dutch"	"Dutch"	2	34	7	14	4	7	2	4	3	4	9	14	9	13	124		2020-03-20 10:57:19	T	F	14	14	0	0	1.89	54
270			"base"	"interview"	2020-03-20 10:55:15	3	17	"5d31c6bac88f0e00164c3ccb"	"Forced1Forced4Forced3Forced2Forced1Forced1Forced3Forced1Forced3Forced2Forced1Forced1Forced1Forced2Forced1Forced1DV"	1	7544	1	3727	1	5400	1	1688	1	1866	1	854	1	15478	1	963	1	793	1	1209	1	989	1	2776	1	539	1	1015	1	796	1	556	81	17	82	71	90	5	14	1	4601	1	6369	"5d31c6bac88f0e00164c3ccb"	12	1	2	3	"British"	"English"	2	27	15	22	6	23	5	7	15	5	14	18	10	23	190		2020-03-20 10:58:25	T	F	14	14	0	0	1.13	12
271			"base"	"interview"	2020-03-20 10:55:15	3	32	"5df0c81bc358aa10b2d43a1a"	"Forced4Forced3Forced2Forced1Forced3Forced4Forced4Forced4Forced4Forced4Forced4Forced3Forced4Forced2Forced4Forced2DV"	1	3506	1	2230	1	1117	1	1342	1	1083	1	840	1	2090	1	727	1	849	1	1870	1	1230	1	513	1	1030	1	433	1	2052	1	601	73	39	48	68	77	35	66	2	2403	2	4314	"5df0c81bc358aa10b2d43a1a"	12	1	2	5	"belgian"	"dutch"	2	21	24	2	4	7	19	5	5	3	11	10	9	14	134		2020-03-20 10:57:29	T	F	14	14	0	0	1.75	45
272			"base"	"interview"	2020-03-20 10:55:15	4	14	"5cb4b4160b74e8001569b374"	"Forced1Forced2Forced2Forced4Forced2Forced2Forced4Forced2Forced2Forced4Forced2Forced1Forced3Forced1Forced2Forced2DV"	1	3936	1	4106	1	1456	1	1703	1	1568	1	776	1	563	1	680	1	1618	1	884	1	839	1	973	1	929	1	722	1	716	1	694	65	45	84	64	75	75	62	1	4635	2	5147	"5cb4b4160b74e8001569b374"	2	1	2	2	"Latvian"	"Latvian"	1	80	61	8	18	1	5	6	23	5	15	17	10	19	268		2020-03-20 10:59:43	T	F	14	14	0	0	1.17	37
273			"base"	"interview"	2020-03-20 10:55:16	4	3	"5cd5559ce0130b00014c339d"	"Forced3Forced2Forced4Forced3Forced3Forced1Forced3Forced4Forced3Forced3Forced4Forced3Forced3Forced1Forced3Forced1DV"	1	3399	1	2326	1	3491	1	2491	1	2165	1	1958	1	1300	1	4843	1	1084	1	829	1	1569	1	785	1	523	1	760	1	639	1	613	42	77	43	87	29	85	101	2	3481	2	10402	"5cd5559ce0130b00014c339d"	6	1	2	4	"Netherlands"	"Arabic"	2	42	16	7	3	19	11	11	4	4	9	16	6	14	162		2020-03-20 10:57:58	T	F	14	14	0	0	1.52	30
275			"base"	"interview"	2020-03-20 10:55:19	3	6	"5ba62bdd30d662000117ef09"	"Forced1Forced2Forced4Forced2Forced4Forced3Forced4Forced1Forced2Forced2Forced2Forced1Forced2Forced2Forced2Forced2DV"	1	14701	1	4487	1	2997	1	4447	1	2549	1	2702	1	2435	1	2327	1	2158	1	1532	1	1770	1	2020	1	1962	1	2259	1	1783	1	1764	52	24	11	9	68	52	44	1	3188	1	5018	"5ba62bdd30d662000117ef09"	28	2	2	2	"british"	"english"	1	15	29	21	27	3	10	5	13	3	12	23	10	16	187		2020-03-20 10:58:26	T	F	14	14	0	0	1.32	23
276			"base"	"interview"	2020-03-20 10:55:19	4	32	"5dde680c40460edc4a5dc1a2"	"Forced3Forced2Forced1Forced4Forced4Forced4Forced4Forced4Forced4Forced3Forced3Forced4Forced4Forced2Forced4Forced2DV"	1	9002	1	5932	1	4154	1	3791	1	2976	1	1270	1	1443	1	2171	1	1256	1	2531	1	1650	1	1057	1	2131	1	1710	1	1279	1	1374	51	16	87	86	51	51	43	1	16660	1	15805	"5dde680c40460edc4a5dc1a2"	20	2	2	5	"Czech"	"Czech"	2	31	16	5	11	15	23	16	12	17	17	35	16	15	219		2020-03-20 10:59:08	T	F	14	14	0	0	0.88	6
277			"base"	"interview"	2020-03-20 10:55:22	4	28	"5d011ef8c297cb0019150583"	"Forced4Forced1Forced4Forced2Forced4Forced4Forced4Forced3Forced3Forced3Forced2Forced4Forced4Forced4Forced4Forced2DV"	1	7629	1	3400	1	2686	1	2502	1	2800	1	1769	1	1516	1	1241	1	852	1	934	1	939	1	780	1	1152	1	1055	1	1087	1	799	21	71	81	71	28	91	76	2	21808	2	6753	"5d011ef8c297cb0019150583"	11	2	2	4	"Basque Country"	"Spanish"	2	28	20	4	5	5	27	8	18	23	22	61	14	28	247		2020-03-20 10:59:45	T	F	14	14	0	0	0.99	12
278			"base"	"interview"	2020-03-20 10:55:22	4	17	"5d83aa65c5cf93000198c68c"	"Forced1Forced2Forced1Forced1Forced1Forced2Forced3Forced1Forced1Forced4Forced1Forced1Forced2Forced3Forced1Forced3DV"	1	2836	1	2003	1	1121	1	1176	1	1185	1	2445	1	2891	1	1856	1	1572	1	1754	1	1086	1	1106	1	1343	1	1252	1	1038	1	1073	81	61	61	91	91	61	26	1	3129	1	6976	"5d83aa65c5cf93000198c68c"	9	1	2	4	"Argentinian, Spanish"	"Spanish"	2	32	21	20	7	6	3	8	8	3	17	32	9	19	185		2020-03-20 10:58:27	T	F	14	14	0	0	1.29	18
279			"base"	"interview"	2020-03-20 10:55:23	4	22	"5c955419bd4bd9001995fa47"	"Forced2Forced2Forced1Forced2Forced2Forced1Forced4Forced3Forced4Forced2Forced2Forced4Forced2Forced2Forced2Forced1DV"	1	6061	1	2580	1	2183	1	3670	1	2026	1	2488	1	3702	1	1995	1	1393	1	2096	1	1526	1	1459	1	1792	1	1692	1	1600	1	1366	44	44	-9	75	15	15	-9	1	7742	1	2433	"5c955419bd4bd9001995fa47"	24	1	2	3	"Danish"	"Danish"	2	34	16	8	30	3	9	3	7	9	11	22	58	22	185		2020-03-20 10:59:15	T	F	14	14	6	6	1.26	22
280			"base"	"interview"	2020-03-20 10:55:23	5	3	"5e6a5602f54fa8000aa638d2"	"Forced4Forced3Forced3Forced1Forced3Forced1Forced3Forced2Forced1Forced3Forced3Forced3Forced3Forced3Forced4Forced4DV"																																												"5e6a5602f54fa8000aa638d2"							2	79	30												109		2020-03-20 10:57:12	F	F	2	2	0	0	0.57	0
281			"base"	"interview"	2020-03-20 10:55:24	5	5	"5e29c240e0512d022b8e1df2"	"Forced2Forced1Forced2Forced1Forced1Forced3Forced1Forced4Forced1Forced3Forced2Forced1Forced1Forced3Forced1Forced1DV"	1	4555	1	4232	1	2664	1	2003	1	1204	1	3244	1	2473	1	1608	1	2092	1	1308	1	1335	1	5097	1	1003	1	1252	1	1710	1	1524	86	41	81	91	81	66	56	1	25242	2	14984	"5e29c240e0512d022b8e1df2"	5	2	1	3	"German"	"German"	2	85	38	27	10	8	2	16	22	26	41	49	14	35	327		2020-03-20 11:01:37	T	F	14	14	0	0	0.76	12
282			"base"	"interview"	2020-03-20 10:55:24	5	6	"5e568f072cf15904060a9304"	"Forced1Forced2Forced2Forced4Forced2Forced2Forced2Forced2Forced2Forced2Forced4Forced1Forced2Forced1Forced3Forced4DV"	1	25296	1	16983	1	116695	1	98826	1	13904	1	11346	1	15924	1	7882	1	15900	1	10683	1	28627	1	10578	1	10244	1	8699	1	9133	1	16193	51	31	76	76	51	31	31	1	7950	1	18696	"5e568f072cf15904060a9304"	25	1	2	5	"polish"	"polish"	2	111	56	46	226	10	146	20	22	9	55	88	13	28	337		2020-03-20 11:09:14	T	F	14	14	0	0	0.44	0
