"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"IV01_RV1"	"IV02_01"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"DV01_01"	"DV07_02"	"DV02_01"	"DV08_02"	"DV06_01"	"DV06_02"	"DV05_01"	"DV09_01"	"DV09_01a"	"DV10_01"	"DV10_01a"	"DM01_01"	"DM02"	"DM03"	"DM04"	"DM05"	"DM06_01"	"DM07_01"	"DM08"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
193			"base"	"interview"	2020-03-20 10:54:29	3	22	"5dfb689373bc76000cf51158"	"Forced2Forced2Forced2Forced3Forced2Forced2Forced4Forced1Forced4Forced4Forced2Forced1Forced2Forced2Forced2Forced1DV"	1	2666	1	2301	1	1061	1	2589	1	4086	1	2309	1	6377	1	2604	1	2356	1	1356	1	2942	1	2126	1	1882	1	908	1	1277	1	2266	20	20	83	79	5	73	29	2	9831	1	9857	"5dfb689373bc76000cf51158"	7	3	2	2	"Czech"	"Czech"	2	72	23	9	26	4	13	11	14	11	15	28	15	44	285		2020-03-20 10:59:14	T	F	14	14	0	0	0.83	4
194			"base"	"interview"	2020-03-20 10:54:30	4	10	"5dc1e79c880a2915309a8ee3"	"Forced2Forced2Forced2Forced3Forced1Forced2Forced4Forced1Forced2Forced2Forced2Forced4Forced4Forced1Forced2Forced2DV"	1	5301	1	2103	1	1187	1	2882	1	2378	1	1336	1	2087	1	3079	1	2300	1	1756	1	1179	1	2257	1	1041	1	1601	1	1751	1	909	56	41	71	41	81	36	1	1	13255	1	6863	"5dc1e79c880a2915309a8ee3"	6	1	2	5	"Italian"	"Italian"	2	100	17	9	24	3	8	7	15	14	19	40	535	20	287		2020-03-20 11:08:01	T	F	14	14	0	0	0.9	9
195			"base"	"interview"	2020-03-20 10:54:31	3	10	"5e38a7148a444d0c9ac32a89"	"Forced2Forced3Forced2Forced4Forced2Forced2Forced2Forced2Forced1Forced4Forced1Forced1Forced2Forced2Forced4Forced2DV"	1	9832	1	23461	1	7881	1	13879	1	7237	1	6399	1	11721	1	16522	1	27154	1	5612	1	5972	1	2919	1	4639	1	5660	1	5653	1	3985	11	41	66	61	16	46	65	1	51578	2	16558	"5e38a7148a444d0c9ac32a89"	6	1	2	4	"Greek/Hellenic"	"Greek"	2	65	85	39	81	25	27	18	18	53	46	64	20	66	317		2020-03-20 11:04:38	T	F	14	14	0	0	0.36	0
196			"base"	"interview"	2020-03-20 10:54:32	1	7	"5b4f651cbbb29d000176b2c4"	"Forced3Forced3Forced4Forced1Forced4Forced3Forced4Forced3Forced1Forced3Forced3Forced3Forced3Forced3Forced2Forced1DV"	1	2010	1	2840	1	2279	1	1613	1	2408	1	1002	1	707	1	943	1	5111	1	598	1	542	1	578	1	424	1	760	1	905	1	450	93	79	84	90	85	85	81	2	6743	2	12292	"5b4f651cbbb29d000176b2c4"	6	1	2	2	"Italy"	"Italian"	2	23	13	10	2	15	7	13	6	7	9	23	8	21	157		2020-03-20 10:57:09	T	F	14	14	0	0	1.35	26
197			"base"	"interview"	2020-03-20 10:54:32	3	11	"5e67b68a0ba4810633cd4635"	"Forced3Forced3Forced4Forced4Forced3Forced3Forced3Forced4Forced3Forced1Forced3Forced1Forced1Forced3Forced3Forced2DV"	1	5737	1	2224	1	5237	1	1591	1	4552	1	1028	1	1108	1	1354	1	1187	1	1780	1	1442	1	1128	1	790	1	1100	1	7477	1	1026	101	83	90	87	82	46	56	1	11467	1	9800	"5e67b68a0ba4810633cd4635"	1	2	2	2	"Poland"	"Polish"	1	63	67	7	2	33	10	10	16	12	18	60	13	51	316		2020-03-20 11:00:34	T	F	14	14	0	0	0.84	14
198			"base"	"interview"	2020-03-20 10:54:33	1	21	"5e39a12f3b3e431b8d4599f9"	"Forced1Forced2Forced3Forced2Forced1Forced1Forced1Forced1Forced1Forced1Forced3Forced1Forced4Forced2Forced1Forced3DV"	1	3841	1	4229	1	1260	1	2228	1	1056	1	825	1	762	1	1068	1	3996	1	7688	1	2036	1	1242	1	1260	1	1001	1	907	1	2236	24	39	49	23	37	76	45	1	3977	2	8533	"5e39a12f3b3e431b8d4599f9"	8	1	2	3	"German"	"German"	1	6	19	26	9	8	2	9	9	4	8	57	9	15	181		2020-03-20 10:57:34	T	F	14	14	0	0	1.42	40
199			"base"	"interview"	2020-03-20 10:54:33	3	2	"5c82aa744755b000010428a9"	"Forced4Forced2Forced2Forced2Forced2Forced2Forced2Forced1Forced2Forced2Forced4Forced3Forced1Forced1Forced4Forced2DV"	1	10964	1	3953	1	2775	1	2706	1	2223	1	6302	1	1465	1	6965	1	2229	1	2179	1	2758	1	7162	1	3528	1	1907	1	1941	1	2332	47	58	44	71	47	60	61	2	14042	2	9333	"5c82aa744755b000010428a9"	3	1	2	4	"Portugal"	"Portuguese"	2	59	70	13	33	8	19	10	6	15	12	23	10	18	247		2020-03-20 10:59:29	T	F	14	14	0	0	0.87	6
200			"base"	"interview"	2020-03-20 10:54:34	2	20	"5d72263be0c76e001b132794"	"Forced4Forced3Forced2Forced3Forced4Forced4Forced4Forced4Forced1Forced3Forced4Forced2Forced2Forced4Forced4Forced4DV"	1	3714	1	2559	1	1644	1	958	1	783	1	704	1	579	1	718	1	1097	1	1089	1	713	1	695	1	522	1	674	1	421	1	529	51	61	21	11	69	43	71	2	7614	2	5245	"5d72263be0c76e001b132794"	20	1	2	3	"British"	"English"	2	23	25	2	5	8	16	6	13	8	8	27	12	14	167		2020-03-20 10:57:21	T	F	14	14	0	0	1.32	25
201			"base"	"interview"	2020-03-20 10:54:34	2	23	"5cd59823d88b4400207b467c"	"Forced2Forced1Forced3Forced1Forced3Forced3Forced4Forced3Forced4Forced4Forced3Forced3Forced3Forced3Forced3Forced1DV"	1	10410	1	7637	1	3320	1	3822	1	2327	1	2942	1	3200	1	1489	1	1473	1	2457	1	1249	1	806	1	3396	1	835	1	9342	1	1898	71	83	44	54	76	65	51	1	8450	1	18178	"5cd59823d88b4400207b467c"	35	1	2	2	"UK"	"English"	1	31	28	17	11	32	10	19	25	9	28	33	12	34	289		2020-03-20 10:59:23	T	F	14	14	0	0	0.68	0
202			"base"	"interview"	2020-03-20 10:54:35	2	15	"5d61449d8a11df001a477fcf"	"Forced3Forced4Forced3Forced4Forced2Forced3Forced3Forced4Forced3Forced3Forced1Forced3Forced1Forced3Forced3Forced1DV"	1	3958	1	2597	1	1705	1	1250	1	2341	1	2426	1	2094	1	3786	1	1323	1	1310	1	3829	1	1878	1	1422	1	1266	1	2233	1	1917	46	76	96	96	13	79	21	2	20305	1	19670	"5d61449d8a11df001a477fcf"	9	1	2	5	"French"	"French, English, Arabic"	1	32	38	9	3	24	11	21	61	21	35	39	13	45	289		2020-03-20 11:00:28	T	F	14	14	0	0	0.77	8
203			"base"	"interview"	2020-03-20 10:54:35	2	27	"5df21384feea89111e571831"	"Forced3Forced3Forced1Forced4Forced3Forced3Forced3Forced3Forced3Forced2Forced1Forced3Forced1Forced4Forced4Forced3DV"	1	5471	1	6419	1	2014	1	2626	1	1437	1	2552	1	1285	1	1842	1	1409	1	2261	1	2310	1	1330	1	1310	1	1062	1	1236	1	2118	51	66	61	61	31	71	91	2	12593	2	6783	"5df21384feea89111e571831"	6	2	1	6	"Spanish"	"Spanish"	2	38	57	7	3	32	8	8	12	13	41	43	18	18	271		2020-03-20 10:59:33	T	F	14	14	0	0	0.94	10
204			"base"	"interview"	2020-03-20 10:54:37	2	14	"5dea2c72c7710014db5bd321"	"Forced4Forced2Forced2Forced2Forced1Forced4Forced2Forced3Forced2Forced2Forced2Forced1Forced4Forced2Forced1Forced2DV"	1	2917	1	3142	1	1593	1	1474	1	1520	1	2184	1	1830	1	1814	1	1094	1	954	1	1194	1	1529	1	1188	1	1150	1	813	1	769	61	31	71	61	56	51	41	1	5880	1	12836	"5dea2c72c7710014db5bd321"	12	1	1	4	"Romanian"	"Romania"	1	20	19	6	20	2	9	14	9	7	18	54	10	15	203		2020-03-20 10:58:00	T	F	14	14	0	0	1.18	19
205			"base"	"interview"	2020-03-20 10:54:38	2	25	"5bb0cc738f3bd70001e513e3"	"Forced3Forced2Forced3Forced1Forced1Forced1Forced1Forced1Forced1Forced2Forced2Forced4Forced3Forced1Forced1Forced1DV"	1	12580	1	2625	1	1999	1	2253	1	1466	1	1121	1	781	1	661	1	616	1	945	1	729	1	1448	1	684	1	863	1	603	1	507	61	74	29	38	38	74	81	2	3187	2	4374	"5bb0cc738f3bd70001e513e3"	10	2	2	4	"British "	"English "	1	39	2	15	7	17	2	5	4	4	7	16	9	9	136		2020-03-20 10:56:54	T	F	14	14	0	0	1.78	76
206			"base"	"interview"	2020-03-20 10:54:38	1	26	"5d924b31e0adb5001a6ecfd9"	"Forced1Forced3Forced2Forced1Forced2Forced2Forced2Forced2Forced2Forced4Forced4Forced2Forced2Forced2Forced4Forced1DV"	1	3167	1	2508	1	3881	1	2316	1	3160	1	2424	1	1029	1	748	1	805	1	1582	1	513	1	668	1	648	1	645	1	960	1	636	49	65	49	41	70	48	32	1	3423	1	6809	"5d924b31e0adb5001a6ecfd9"	3	2	2	3	"poland"	"polish"	1	11	3	9	20	3	5	7	8	4	9	17	7	26	129		2020-03-20 10:56:47	T	F	14	14	0	0	1.68	53
207			"base"	"interview"	2020-03-20 10:54:39	1	6	"5aa8dc3b5cd1dd00014e073b"	"Forced1Forced4Forced2Forced2Forced2Forced1Forced4Forced4Forced2Forced2Forced2Forced1Forced2Forced3Forced2Forced2DV"	1	5715	1	2294	1	1889	1	2397	1	2105	1	1416	1	1590	1	1357	1	1029	1	915	1	864	1	720	1	914	1	1308	1	748	1	792	81	23	93	76	76	34	24	1	3825	1	5886	"5aa8dc3b5cd1dd00014e073b"	10	1	2	4	"Spanish"	"Spanish"	1	11	9	11	18	2	6	7	11	4	5	18	8	13	123		2020-03-20 10:56:42	T	F	14	14	0	0	1.73	43
208			"base"	"interview"	2020-03-20 10:54:39	2	5	"5d553ad88d0a8b0017ab3b20"	"Forced2Forced3Forced2Forced1Forced1Forced2Forced4Forced3Forced1Forced1Forced1Forced1Forced1Forced3Forced1Forced1DV"	1	2559	1	1849	1	1478	1	2930	1	1630	1	1517	1	1452	1	919	1	1020	1	932	1	832	1	952	1	1076	1	1003	1	812	1	788	59	50	23	17	76	66	46	1	4066	1	3506	"5d553ad88d0a8b0017ab3b20"	3	2	2	3	"British"	"English"	2	24	10	16	7	7	2	5	6	5	6	14	9	13	124		2020-03-20 10:56:43	T	F	14	14	0	0	1.69	40
209			"base"	"interview"	2020-03-20 10:54:40	6	8	"5d678b1609288100014849e8"	"Forced4Forced1Forced4Forced4Forced4Forced4Forced2Forced2Forced4Forced4Forced2Forced4Forced3Forced3Forced4Forced3DV"	1	33244	1	12284	1	6618	1	5800	1	6218	1	3910	1	10601	1	2299	1	8537	1	2460	1	5575	1	4441	1	9757	1	2912	1	2448	1	2725	72	26	61	73	64	26	59	2	7680	2	12688	"5d678b1609288100014849e8"	17	1	2	4	"Greek"	"Greek"	2	1174	47	13	20	18	81	14	14	8	24	33	15	34	282		2020-03-20 11:19:35	T	F	14	14	0	0	0.56	0
210			"base"	"interview"	2020-03-20 10:54:40	2	31	"5df77c5f69a11751a9e8c6d7"	"Forced2Forced3Forced3Forced3Forced3Forced4Forced4Forced3Forced3Forced3Forced1Forced1Forced4Forced1Forced3Forced3DV"	1	6989	1	1342	1	1852	1	1714	1	2212	1	3314	1	1206	1	1017	1	792	1	963	1	2161	1	933	1	568	1	638	1	946	1	697	28	84	75	79	27	77	70	2	5285	2	7153	"5df77c5f69a11751a9e8c6d7"	14	1	2	4	"British"	"English"	1	17	15	6	8	17	7	7	12	6	11	113	10	54	164		2020-03-20 10:59:23	T	F	14	14	0	0	1.09	12
211			"base"	"interview"	2020-03-20 10:54:40	4	15	"5a87c6a91904200001560ef9"	"Forced4Forced3Forced2Forced1Forced3Forced3Forced1Forced3Forced3Forced3Forced3Forced3Forced4Forced1Forced3Forced4DV"	1	5377	1	10275	1	8289	1	4054	1	1550	1	1083	1	2175	1	2655	1	937	1	884	1	772	1	865	1	3578	1	4129	1	934	1	1050	53	71	28	38	55	67	64	2	13394	2	20784	"5a87c6a91904200001560ef9"	21	2	2	5	"Italian"	"Italian"	2	88	36	13	9	27	13	22	12	14	9	18	13	35	309		2020-03-20 10:59:49	T	F	14	14	0	0	0.77	4
212			"base"	"interview"	2020-03-20 10:54:41	1	15	"5e1451d067f170a77ddab325"	"Forced1Forced3Forced4Forced3Forced2Forced4Forced1Forced3Forced3Forced1Forced3Forced3Forced4Forced3Forced3Forced3DV"	1	5796	1	1445	1	1133	1	1014	1	1363	1	785	1	1032	1	718	1	671	1	770	1	983	1	971	1	486	1	477	1	754	1	2018	61	46	20	20	67	45	90	2	4591	2	7023	"5e1451d067f170a77ddab325"	14	2	2	4	"British"	"English"	1	9	14	10	2	15	3	8	3	6	7	20	7	13	117		2020-03-20 10:56:38	T	F	14	14	0	0	1.81	55
213			"base"	"interview"	2020-03-20 10:54:41	3	27	"5cc9bc7031164b00011997fa"	"Forced4Forced1Forced3Forced3Forced4Forced3Forced2Forced1Forced3Forced3Forced3Forced4Forced3Forced3Forced3Forced1DV"	1	2632	1	1194	1	1587	1	835	1	1033	1	930	1	1278	1	746	1	1173	1	969	1	743	1	1015	1	628	1	555	1	618	1	713	39	74	18	41	33	61	66	2	2343	2	3756	"5cc9bc7031164b00011997fa"	14	2	1	6	"british"	"english"	2	41	19	6	2	14	6	4	4	3	7	20	9	10	145		2020-03-20 10:57:06	T	F	14	14	0	0	1.75	45
215			"base"	"interview"	2020-03-20 10:54:43	1	1	"5d25cdc6586c2100012b3e07"	"Forced1Forced1Forced1Forced1Forced3Forced3Forced1Forced2Forced1Forced1Forced4Forced1Forced2Forced1Forced3Forced2DV"	1	10135	1	1953																																								"5d25cdc6586c2100012b3e07"							1	13	10	13											36		2020-03-20 10:55:19	F	F	3	3	0	0	1.79	45
216			"base"	"interview"	2020-03-20 10:54:44	4	30	"5bf1d974c795fe000143e539"	"Forced2Forced1Forced4Forced2Forced4Forced2Forced1Forced1Forced4Forced2Forced3Forced2Forced2Forced2Forced2Forced2DV"	1	3902	1	2419	1	2835	1	1320	1	985	1	819	1	2364	1	1343	1	2759	1	962	1	1298	1	1006	1	748	1	668	1	533	1	551	31	51	60	61	41	48	46	1	12622	1	14161	"5bf1d974c795fe000143e539"	1	1	2	2	"Portuguese"	"Portuguese"	2	59	8	9	16	2	9	15	20	13	32	42	16	27	268		2020-03-20 10:59:12	T	F	14	14	0	0	0.99	18
217			"base"	"interview"	2020-03-20 10:54:44	3	19	"5da4cb7d6ce8030012c6526d"	"Forced4Forced3Forced3Forced1Forced2Forced3Forced4Forced3Forced3Forced3Forced3Forced1Forced4Forced1Forced3Forced3DV"	1	3572	1	3553	1	8821	1	3421	1	1685	1	1791	1	1128	1	980	1	762	1	864	1	1411	1	1513	1	1050	1	1071	1	881	1	696	71	86	51	81	21	71	101	2	4760	2	5855	"5da4cb7d6ce8030012c6526d"	6	1	2	4	"Greek"	"Greek"	2	44	27	8	3	27	9	7	16	6	13	24	13	29	226		2020-03-20 10:58:30	T	F	14	14	0	0	1.07	11
218			"base"	"interview"	2020-03-20 10:54:45	2	3	"5ce19c2090d2dc0015f86ca7"	"Forced4Forced3Forced3Forced3Forced4Forced3Forced4Forced1Forced3Forced3Forced1Forced3Forced1Forced3Forced2Forced3DV"	1	3583	1	3982	1	1592	1	738	1	3038	1	1985	1	545	1	1578	1	1727	1	678	1	951	1	603	1	521	1	578	1	828	1	844	21	83	71	67	17	81	81	2	2696	2	7210	"5ce19c2090d2dc0015f86ca7"	4	1	2	3	"Indonesia"	"Bahasa Indonesia"	1	11	14	7	2	18	8	8	5	3	7	37	8	12	140		2020-03-20 10:57:05	T	F	14	14	0	0	1.69	44
219			"base"	"interview"	2020-03-20 10:54:46	2	7	"5d3ceaaf33b8940016258df8"	"Forced3Forced4Forced1Forced3Forced2Forced3Forced3Forced3Forced4Forced3Forced1Forced3Forced4Forced3Forced3Forced1DV"	1	11283	1	3382	1	3142	1	1820	1	2828	1	644	1	571	1	550	1	527	1	522	1	537	1	556	1	475	1	537	1	488	1	477	37	73	56	74	21	73	76	2	5327	2	6243	"5d3ceaaf33b8940016258df8"	19	1	1	5	"Hellenic"	"Greek"	1	14	6	6	3	25	7	7	9	6	13	23	15	33	167		2020-03-20 10:57:33	T	F	14	14	0	0	1.45	30
220			"base"	"interview"	2020-03-20 10:54:46	3	30	"5e4250d9fb96eb0def6db974"	"Forced4Forced1Forced2Forced2Forced2Forced4Forced2Forced4Forced2Forced2Forced2Forced1Forced1Forced2Forced3Forced2DV"	1	4763	1	2678	1	3005	1	1504	1	1617	1	1599	1	1622	1	2526	1	1474	1	1519	1	1195	1	1187	1	927	1	934	1	3325	1	1480	52	26	70	75	73	21	17	1	4258	1	6973	"5e4250d9fb96eb0def6db974"	12	2	2	3	"British"	"English"	2	51	14	7	21	4	10	8	17	5	11	30	14	19	211		2020-03-20 10:58:17	T	F	14	14	0	0	1.08	10
221			"base"	"interview"	2020-03-20 10:54:48	2	30	"5e1457da7adf4ba72000456e"	"Forced2Forced1Forced3Forced4Forced1Forced2Forced2Forced2Forced1Forced4Forced2Forced2Forced4Forced2Forced2Forced2DV"	1	11103	1	2033	1	2170	1	1613	1	1546	1	1378	1	1777	1	1103	1	1378	1	1050	1	1043	1	872	1	869	1	962	1	2009	1	996	31	50	66	51	21	51	31	1	5279	1	5279	"5e1457da7adf4ba72000456e"	11	1	2	3	"British "	"English"	1	27	7	7	29	3	4	6	16	6	9	27	10	23	174		2020-03-20 10:57:42	T	F	14	14	0	0	1.43	26
222			"base"	"interview"	2020-03-20 10:54:48	2	4	"5d70fd5d68c690001a59eb2d"	"Forced4Forced4Forced3Forced4Forced2Forced3Forced4Forced2Forced1Forced4Forced3Forced4Forced2Forced4Forced4Forced4DV"	1	3300	1	3582	1	2253	1	1488	1	1593	1	1317	1	940	1	905	1	1276	1	921	1	885	1	1092	1	1148	1	997	1	645	1	927	76	41	21	79	66	86	31	2	5683	1	3822	"5d70fd5d68c690001a59eb2d"	6	2	2	4	"British"	"English"	1	12	10	2	6	6	21	4	10	7	19	22	7	14	140		2020-03-20 10:57:08	T	F	14	14	0	0	1.6	38
223			"base"	"interview"	2020-03-20 10:54:48	2	26	"5c4236103be7b70001fd01c5"	"Forced2Forced2Forced2Forced1Forced2Forced1Forced2Forced4Forced3Forced2Forced4Forced2Forced2Forced2Forced4Forced1DV"	1	3552	1	4339	1	7285	1	9995	1	1034	1	1778	1	712	1	1428	1	1168	1	1388	1	1384	1	3490	1	12437	1	616	1	796	1	861	101	101	101	101	38	48	101	2	17587	2	10806	"5c4236103be7b70001fd01c5"	10	1	2	3	"Poland"	"Polish"	1	19	55	16	43	3	8	12	6	19	27	27	11	93	220		2020-03-20 11:00:27	T	F	14	14	0	0	0.97	13
224			"base"	"interview"	2020-03-20 10:54:48	3	9	"5d5fc0aafd81310001249594"	"Forced1Forced1Forced2Forced1Forced3Forced1Forced2Forced1Forced4Forced3Forced1Forced1Forced2Forced1Forced3Forced1DV"	1	2437	1	1834	1	2158	1	891	1	2310	1	1485	1	1136	1	1031	1	1610	1	820	1	729	1	734	1	984	1	1791	1	760	1	520	66	32	52	46	56	32	41	1	5744	1	4308	"5d5fc0aafd81310001249594"	6	2	2	4	"British"	"Punjabi"	2	38	22	17	7	5	2	5	18	6	10	27	12	17	186		2020-03-20 10:57:54	T	F	14	14	0	0	1.28	22
225			"base"	"interview"	2020-03-20 10:54:50	3	24	"5cc99062d918560016acf6ac"	"Forced1Forced4Forced4Forced2Forced4Forced2Forced3Forced3Forced4Forced4Forced4Forced4Forced2Forced4Forced4Forced3DV"	1	9521	1	2366	1	1674	1	1489	1	1194	1	1119	1	1070	1	1182	1	875	1	780	1	750	1	702	1	1183	1	1123	1	755	1	874	70	24	50	14	71	23	40	1	5741	1	9964	"5cc99062d918560016acf6ac"	33	2	2	5	"English"	"English"	1	35	37	10	7	6	14	11	11	7	21	25	14	15	213		2020-03-20 10:58:23	T	F	14	14	0	0	0.96	4
226			"base"	"interview"	2020-03-20 10:54:54	2	1	"5bc970db52eaec000199b4c8"	"Forced1Forced1Forced2Forced1Forced1Forced1Forced1Forced2Forced1Forced4Forced1Forced3Forced3Forced2Forced3Forced1DV"	1	11942	1	2275	1	2421	1	762	1	1135	1	594	1	456	1	828	1	716	1	1989	1	434	1	620	1	769	1	506	1	411	1	341	18	15	32	19	12	83	13	1	2536	1	562	"5bc970db52eaec000199b4c8"	23	1	2	3	"italy"	"italian"	1	16	6	24	6	3	2	1	15	3	8	10	10	60	124		2020-03-20 10:57:39	T	F	14	14	0	0	1.9	84
227			"base"	"interview"	2020-03-20 10:54:55	3	16	"5e5d8f748627aa0a7ddf756c"	"Forced4Forced4Forced3Forced3Forced4Forced1Forced3Forced4Forced2Forced4Forced2Forced4Forced2Forced4Forced4Forced4DV"	1	5252	1	2545	1	2191	1	851	1	1190	1	1719	1	829	1	669	1	1498	1	976	1	990	1	840	1	1152	1	711	1	725	1	748	26	67	87	91	26	71	81	2	5611	2	6811	"5e5d8f748627aa0a7ddf756c"	3	1	2	4	"spanish"	"spanish"	1	36	26	3	5	6	21	8	18	6	20	74	14	31	222		2020-03-20 10:59:23	T	F	14	14	0	0	1.05	13
228			"base"	"interview"	2020-03-20 10:54:55	2	10	"5a612c0713898300014b0ef4"	"Forced2Forced2Forced4Forced2Forced4Forced2Forced2Forced4Forced2Forced2Forced3Forced2Forced2Forced1Forced1Forced1DV"	1	7741	1	1690	1	2849	1	939	1	891	1	929	1	585	1	798	1	807	1	1072	1	2020	1	824	1	653	1	2020	1	755	1	556	37	22	39	33	26	35	39	1	4664	1	4352	"5a612c0713898300014b0ef4"	15	2	2	2	"British"	"English"	1	9	6	6	23	3	7	5	4	5	6	10	8	12	104		2020-03-20 10:56:39	T	F	14	14	0	0	2.01	58
230			"base"	"interview"	2020-03-20 10:54:55	3	5	"5e6ad9b82691b2099f377b9e"	"Forced1Forced2Forced4Forced1Forced1Forced1Forced3Forced1Forced1Forced3Forced1Forced1Forced1Forced2Forced2Forced3DV"	1	4596	1	5565	1	3516	1	2424	1	1198	1	1367	1	1934	1	1360	1	765	1	1064	1	645	1	714	1	988	1	1013	1	750	1	936	40	61	52	40	47	62	61	2	7317	2	6052	"5e6ad9b82691b2099f377b9e"	7	1	2	4	"British"	"English"	2	44	31	19	9	6	4	7	15	8	15	33	22	28	241		2020-03-20 10:58:56	T	F	14	14	0	0	0.95	7
231			"base"	"interview"	2020-03-20 10:54:56	2	29	"5baa866b7c0ebe000127a8eb"	"Forced4Forced1Forced3Forced2Forced3Forced1Forced1Forced2Forced1Forced1Forced3Forced1Forced1Forced1Forced1Forced2DV"	1	3759	1	7636	1	2771	1	1782	1	1375	1	1029	1	887	1	680	1	629	1	760	1	913	1	637	1	613	1	704	1	424	1	574	81	41	90	81	65	38	50	2	5070	1	5122	"5baa866b7c0ebe000127a8eb"	9	2	2	5	"Spanish"	"Spanish"	1	11	10	20	6	7	4	6	6	5	10	17	9	18	129		2020-03-20 10:57:05	T	F	14	14	0	0	1.59	32
232			"base"	"interview"	2020-03-20 10:54:56	3	20	"5bd781291fd7c80001bb1fad"	"Forced4Forced4Forced4Forced4Forced1Forced4Forced4Forced2Forced4Forced4Forced3Forced3Forced4Forced2Forced3Forced2DV"	1	4884	1	1904	1	1066	1	1150	1	1810	1	1252	1	854	1	1602	1	1144	1	922	1	3384	1	1016	1	1138	1	1721	1	1322	1	1246	31	84	40	55	38	61	61	2	16172	2	14623	"5bd781291fd7c80001bb1fad"	9	1	2	4	"Mexican"	"Spanish"	2	43	18	3	7	8	20	15	8	17	11	22	13	17	192		2020-03-20 10:58:18	T	F	14	14	0	0	1.12	13
233			"base"	"interview"	2020-03-20 10:54:56	2	11	"5da37d0751b87c00167d2b61"	"Forced2Forced4Forced3Forced3Forced3Forced3Forced4Forced4Forced1Forced3Forced3Forced3Forced3Forced1Forced3Forced1DV"	1	3068	1	2599	1	2552	1	1978	1	2019	1	1673	1	1331	1	1032	1	2083	1	1357	1	1223	1	1037	1	1214	1	1415	1	1291	1	1307	87	55	94	49	77	82	29	1	5375	1	6628	"5da37d0751b87c00167d2b61"	6	2	2	2	"Brazilian"	"Portuguese"	1	23	34	8	4	21	8	8	14	6	13	25	14	18	196		2020-03-20 10:58:12	T	F	14	14	0	0	1.09	10
234			"base"	"interview"	2020-03-20 10:54:56	2	8	"5e58dba3b542010e48186f4b"	"Forced4Forced2Forced2Forced4Forced3Forced3Forced4Forced4Forced4Forced2Forced1Forced3Forced4Forced4Forced4Forced4DV"	1	4530	1	2486	1	2273	1	1251	1	1685	1	741	1	2839	1	2627	1	1198	1	1431	1	786	1	626	1	845	1	610	1	588	1	680	56	43	5	17	23	71	74	2	5565	2	8447	"5e58dba3b542010e48186f4b"	18	1	2	2	"Brithish"	"English"	1	14	5	1	8	5	20	9	8	6	13	9	12	17	127		2020-03-20 10:57:03	T	F	14	14	0	0	1.65	62
235			"base"	"interview"	2020-03-20 10:54:57	3	12	"5dc8710b63492d5e1e4abb8c"	"Forced2Forced4Forced4Forced2Forced1Forced4Forced4Forced4Forced4Forced4Forced3Forced3Forced4Forced4Forced2Forced3DV"	1	5904	1	3043	1	3926	1	2895	1	2893	1	1747	1	1107	1	857	1	1636	1	6970	1	14932	1	4099	1	1242	1	999	1	1601	1	1290	38	22	53	68	47	22	33	1	6480	2	3841	"5dc8710b63492d5e1e4abb8c"	31	2	2	4	"Irish"	"English"	1	25	22	3	13	23	28	5	14	8	17	32	17	14	221		2020-03-20 10:58:38	T	F	14	14	0	0	1.08	14
236			"base"	"interview"	2020-03-20 10:54:58	2	21	"5e46c5c94d1b6b000b905b2c"	"Forced1Forced1Forced4Forced2Forced1Forced1Forced1Forced2Forced3Forced1Forced1Forced3Forced1Forced2Forced3Forced1DV"			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1			-9	-1	81	16	44	91	71	19	26	2	6170	1	17973	"5e46c5c94d1b6b000b905b2c"	8	2	2	5	"Spanish"	"Spanish"	1	12	29	23	6	5	4	29	19	7	14	35	32	28	203		2020-03-20 10:59:01	T	F	14	14	32	32	1.07	15
